1	30	0	-140.675	
2	48	0	-30.9	
3	46	0	-27.775	
4	45	0	-26.275	
5	43	0	-22	
6	43	0	-18.25	
7	117	0	-9.85	
8	100	0	-17.175	
9	113	0	6.975	
10	118	0	3.4	
11	110	0	12.25	
12	118	0	28.45	
13	108	0	42.825	
14	115	0	46.625	
15	120	0	43.8	
16	114	0	51.95	
17	122	0	37.025	
18	117	0	39.45	
19	111	0	41.65	
20	114	0	37.575	
21	117	0	44.325	
22	109	0	31.9	
23	121	0	39.675	
24	117	0	38.275	
25	120	0	43.425	
26	119	0	31.15	
27	111	0	39.6	
28	117	0	42	
29	114	0	41.925	
30	112	0	40.3	
31	122	0	46.175	
32	116	0	40.475	
33	111	0	41.225	
34	112	0	51.65	
35	113	0	43.95	
36	111	0	54.225	
37	131	0	47.575	
38	120	0	51.175	
39	120	0	50.2	
40	111	0	45.925	
41	114	0	44.775	
42	112	0	36.375	
43	116	0	43.725	
44	120	0	35.4	
45	116	0	39.8	
46	124	0	42.2	
47	119	0	50.275	
48	116	0	38.475	
49	119	0	32.675	
50	132	0	60.4	
51	117	0	43.575	
52	118	0	44.1	
53	117	0	56.075	
54	120	0	33.675	
55	149	0	38.15	
56	133	0	43.375	
57	142	0	39.6	
58	133	0	50.925	
59	137	0	36.75	
60	134	0	45.85	
61	137	0	43	
62	130	0	35.975	
63	131	0	49.625	
64	142	0	54	
65	137	0	57.1	
66	142	0	56.325	
67	132	0	43.075	
68	157	0	51.45	
69	138	0	52.225	
70	141	0	58.6	
71	148	0	58	
72	143	0	52.85	
73	141	0	57.4	
74	140	0	58.925	
75	140	0	55.325	
76	152	0	54.225	
77	139	0	50.7	
78	145	0	58.725	
79	154	0	59.1	
80	145	0	65.65	
81	139	0	66.175	
82	141	0	47.875	
83	139	0	50.875	
84	144	0	50.6	
85	145	0	56.725	
86	135	0	48.95	
87	150	0	54.375	
88	159	0	53.7	
89	149	0	72.8	
90	146	0	58.55	
91	141	0	50.125	
92	148	0	52.9	
93	143	0	46.275	
94	143	0	55.825	
95	144	0	65.05	
96	149	0	56.325	
97	143	0	54.075	
98	146	0	57.625	
99	146	0	51.2	
100	150	0	45.95	
101	139	0	55.575	
102	132	0	56.7	
103	141	0	51.225	
104	144	0	71.95	
105	141	0	54.325	
106	146	0	53.725	
107	141	0	60.7	
108	136	0	53.15	
109	140	0	52.325	
110	135	0	58.925	
111	147	0	57.8	
112	137	0	45.275	
113	142	0	44.275	
114	136	0	59.65	
115	159	0	64.5	
116	152	0	52.25	
117	139	0	50.45	
118	140	0	48.35	
119	152	0	59.25	
120	142	0	56.775	
121	136	0	64.05	
122	139	0	48.975	
123	148	0	49.425	
124	138	0	61.8	
125	146	0	58.5	
126	142	0	53.75	
127	143	0	54.275	
128	139	0	53.85	
129	149	0	59.125	
130	138	0	57.85	
131	152	0	59.075	
132	150	0	46.675	
133	152	0	64.625	
134	149	0	52.375	
135	150	0	52.825	
136	133	0	47.1	
137	144	0	56.95	
138	145	0	56.075	
139	136	0	59.95	
140	133	0	61.825	
141	146	0	56.625	
142	142	0	44.875	
143	148	0	62.4	
144	138	0	54.7	
145	136	0	59.4	
146	142	0	56.7	
147	143	0	58.35	
148	139	0	57.2	
149	161	0	59.05	
150	139	0	55.625	
151	155	0	51.5	
152	155	0	54.35	
153	154	0	61.625	
154	144	0	50.85	
155	146	0	56.15	
156	147	0	46.375	
157	138	0	56.725	
158	141	0	51.725	
159	141	0	53.2	
160	154	0	53.35	
161	137	0	58.35	
162	172	0	60.15	
163	158	0	61	
164	174	0	71.325	
165	186	0	58.25	
166	183	0	60.225	
167	183	0	71.95	
168	182	0	91.725	
169	174	0	86.325	
170	176	0	85.65	
171	175	0	81.275	
172	175	0	77.975	
173	188	0	91.7	
174	188	0	89.125	
175	179	0	79.525	
176	180	0	84.8	
177	178	0	83.925	
178	174	0	83.7	
179	175	0	79.825	
180	177	0	84.625	
181	189	0	88.225	
182	180	0	77.575	
183	181	0	85.825	
184	179	0	88.05	
185	189	0	90.8	
186	178	0	87.45	
187	177	0	76.625	
188	179	0	88.825	
189	170	0	82.75	
190	179	0	75.45	
191	177	0	89.625	
192	177	0	86.95	
193	182	0	87.85	
194	190	0	91.65	
195	176	0	75.025	
196	176	0	82.125	
197	180	0	85.15	
198	175	0	79.35	
199	181	0	71.875	
200	176	0	80.175	
201	180	0	79.55	
202	172	0	87.825	
203	182	0	94.15	
204	176	0	85.75	
205	188	0	90.775	
206	180	0	88.625	
207	178	0	92.925	
208	190	0	84.975	
209	174	0	90.025	
210	184	0	95.1	
211	177	0	76.475	
212	183	0	94.9	
213	179	0	77.875	
214	174	0	79.1	
215	175	0	78.625	
216	188	0	89.375	
217	170	0	84.85	
218	179	0	85.15	
219	186	0	78.225	
220	175	0	90.025	
221	182	0	86.6	
222	180	0	83.275	
223	181	0	88.75	
224	178	0	82.05	
225	180	0	87.725	
226	171	0	76.3	
227	190	0	93.25	
228	174	0	89.375	
229	178	0	76.3	
230	176	0	81	
231	183	0	84.225	
232	176	0	91.65	
233	184	0	76.5	
234	186	0	76.1	
235	173	0	86.275	
236	184	0	80.65	
237	179	0	92.15	
238	180	0	93.65	
239	194	0	89.95	
240	188	0	91.45	
241	191	0	87.95	
242	202	0	87.05	
243	205	0	95.675	
244	215	0	99.325	
245	207	0	103.15	
246	214	0	100.4	
247	228	0	110.85	
248	226	0	104.05	
249	200	0	114.85	
250	201	0	89.7	
251	208	0	113.4	
252	204	0	110.125	
253	215	0	108.9	
254	200	0	101.175	
255	210	0	100.85	
256	203	0	103.625	
257	212	0	97.925	
258	213	0	99.125	
259	208	0	102.4	
260	211	0	101.225	
261	206	0	101.15	
262	215	0	98.525	
263	207	0	110.325	
264	203	0	115.3	
265	206	0	105.275	
266	214	0	99.475	
267	207	0	101.275	
268	215	0	114.95	
269	199	0	101.95	
270	225	0	107	
271	212	0	109.4	
272	210	0	106.475	
273	213	0	92.8	
274	220	0	103.15	
275	208	0	98.475	
276	209	0	101.175	
277	218	0	107.2	
278	213	0	109.2	
279	208	0	99.85	
280	218	0	110.775	
281	214	0	119.2	
282	203	0	98.925	
283	208	0	98.65	
284	207	0	103.375	
285	216	0	105.05	
286	212	0	105.325	
287	208	0	104.475	
288	204	0	104.8	
289	212	0	101.65	
290	221	0	105.875	
291	208	0	105.825	
292	212	0	101.9	
293	218	0	100.925	
294	207	0	104.375	
295	205	0	101.625	
296	209	0	102.825	
297	220	0	104.375	
298	210	0	108.6	
299	201	0	106.275	
300	207	0	110.325	
301	218	0	102.55	
302	211	0	98.775	
303	201	0	110.575	
304	216	0	109.85	
305	220	0	108.625	
306	205	0	92.5	
307	212	0	96.7	
308	205	0	97.875	
309	210	0	99.5	
310	208	0	106.45	
311	206	0	105.975	
312	208	0	95.15	
313	206	0	86.75	
314	225	0	103.6	
315	222	0	103.225	
316	212	0	103.475	
317	205	0	109.9	
318	209	0	103.975	
319	213	1	115.8	
320	201	0	97.65	
321	210	0	113.8	
322	213	0	102.475	
323	209	0	102.125	
324	207	0	98.625	
325	206	0	109	
326	202	0	105.325	
327	204	0	104.3	
328	214	0	113.8	
329	204	0	101.575	
330	215	0	106.55	
331	205	0	104.1	
332	205	0	105.925	
333	203	0	105.8	
334	208	0	105.875	
335	205	0	107	
336	217	0	112.45	
337	223	0	108.225	
338	201	0	103.275	
339	211	0	104.125	
340	206	0	103.825	
341	219	0	97.15	
342	202	0	98.6	
343	209	0	103.15	
344	207	0	111.15	
345	216	0	98.5	
346	205	0	102.575	
347	204	0	105.8	
348	200	0	117.025	
349	209	0	107.95	
350	208	0	110.375	
351	210	0	117.55	
352	212	0	109.1	
353	209	0	110.925	
354	211	0	95.7	
355	203	0	101.95	
356	216	0	109.875	
357	213	0	104.375	
358	210	0	92.4	
359	218	0	109.6	
360	213	0	105.675	
361	220	0	101.975	
362	210	0	94.1	
363	207	0	99.2	
364	216	0	100.375	
365	224	0	94.275	
366	211	0	101.675	
367	218	0	109.3	
368	205	0	107.325	
369	208	0	92.325	
370	215	0	99.1	
371	207	0	111.075	
372	221	0	103.275	
373	210	0	104	
374	216	0	108.125	
375	225	0	103.9	
376	209	0	101	
377	209	0	102.1	
378	213	0	102.65	
379	210	0	113.45	
380	205	0	120.225	
381	216	0	108.475	
382	222	0	113.2	
383	204	0	109.075	
384	204	0	108.05	
385	222	0	109.025	
386	203	0	108.15	
387	197	0	105.9	
388	199	0	111.05	
389	214	0	97.9	
390	211	0	98.45	
391	215	0	105.025	
392	211	0	92.7	
393	211	0	96.75	
394	206	0	112.625	
395	207	0	110.425	
396	204	0	95.75	
397	204	0	92.375	
398	222	0	105.275	
399	214	0	105.55	
400	214	0	107.95	
401	214	0	101.875	
402	208	0	118.35	
403	222	0	103.55	
404	215	0	105.025	
405	211	0	104.05	
