1	43	43	3.575	
2	51	51	11.025	
3	64	64	26.675	
4	59	59	34.9	
5	59	59	38.3	
6	61	61	41.05	
7	61	61	47.35	
8	60	60	46.7	
9	69	69	49.15	
10	72	72	49.575	
11	70	70	51	
12	65	65	52.125	
13	66	66	51.825	
14	72	72	55.35	
15	74	74	55.075	
16	78	78	58.825	
17	77	77	56.95	
18	81	81	58.425	
19	81	81	58.225	
20	74	74	57.75	
21	75	75	61.025	
22	77	77	59.925	
23	75	75	60.35	
24	72	72	59.275	
25	77	77	59.175	
26	73	73	60.275	
27	80	80	60.35	
28	81	81	62.275	
29	77	77	59.425	
30	73	73	61.025	
31	79	79	62.375	
32	79	79	62.3	
33	79	79	63.8	
34	82	82	64.5	
35	85	85	65.625	
36	77	77	66.225	
37	82	82	66.15	
38	76	76	65.95	
39	87	87	65.1	
40	83	83	66.625	
41	92	92	69.05	
42	82	82	67.275	
43	86	86	69.1	
44	79	79	67.4	
45	83	83	70.275	
46	81	81	68.4	
47	84	84	69.7	
48	77	77	69.05	
49	92	92	71.275	
50	93	93	69.9	
51	91	91	72	
52	86	86	71.175	
53	85	85	71.275	
54	91	91	71.425	
55	81	81	69.525	
56	88	88	72.45	
57	80	80	69.35	
58	82	82	70	
59	83	83	68.725	
60	85	85	71.075	
61	85	85	69.9	
62	84	84	70.975	
63	84	84	69.25	
64	88	88	72.5	
65	89	89	71.225	
66	92	92	71.525	
67	81	81	72.8	
68	91	91	69.325	
69	83	83	70.575	
70	89	89	70.5	
71	81	81	71.225	
