1	36	36	5.425	
2	46	46	13.35	
3	46	46	23.45	
4	58	58	28.275	
5	51	51	32.75	
6	56	56	38.375	
7	51	51	39.75	
8	59	59	42.525	
9	67	67	44.925	
10	61	61	44.45	
11	64	64	47.425	
12	67	67	48.7	
13	62	62	48.975	
14	70	70	51.075	
15	65	65	50.4	
16	67	67	51.2	
17	75	75	54.5	
18	70	70	52.75	
19	76	76	55.725	
20	71	71	54.2	
21	72	72	56.675	
22	85	85	57.65	
23	74	74	59.925	
24	76	76	58.25	
25	87	87	61.65	
26	77	77	62.275	
27	78	78	62.2	
28	76	76	60.7	
29	85	85	64.45	
30	88	88	64.95	
31	79	79	65.4	
32	79	79	63.775	
33	80	80	64.6	
34	83	83	65.75	
35	78	78	64.65	
36	81	81	65.525	
37	82	82	67.525	
38	82	82	67.3	
39	84	84	66.3	
40	96	96	68.1	
41	84	84	68.15	
42	83	83	67.4	
43	85	85	68.875	
44	88	88	69.9	
45	84	84	69.35	
46	92	92	71.575	
47	85	85	70.7	
48	83	83	70.675	
49	88	88	70.925	
50	90	90	70.425	
51	95	95	72.525	
52	85	85	73.225	
53	84	84	71.375	
54	93	93	71.425	
55	85	85	72.025	
56	89	89	74.525	
57	94	94	75.675	
58	91	91	75.775	
59	91	91	74.675	
60	93	93	74.25	
61	98	98	76.525	
62	96	96	75.125	
63	91	91	76.8	
64	91	91	77.75	
65	93	93	75.15	
66	98	98	75.925	
67	88	88	74.675	
68	95	95	74	
69	94	94	77.075	
70	91	91	77.025	
71	93	93	75.45	
72	100	100	76.925	
73	93	93	77.525	
74	91	91	76	
75	95	95	77.225	
76	97	97	79.425	
77	95	95	76.875	
78	99	99	79.425	
79	94	94	79.125	
80	89	89	75.6	
81	94	94	77.1	
82	96	96	80.525	
83	94	94	81.55	
84	92	92	79.8	
85	94	94	77.95	
86	91	91	79.725	
87	91	91	78.55	
88	100	100	79.85	
89	94	94	78.35	
90	90	90	79.7	
91	92	92	78.075	
92	98	98	80.625	
93	93	93	80.8	
94	94	94	78.525	
95	96	96	76.975	
96	100	100	79.025	
97	98	98	79.075	
98	99	99	80.025	
99	90	90	76.8	
100	95	95	78.8	
101	95	95	78.5	
102	101	101	80.9	
103	91	91	79.15	
104	100	100	81.25	
105	93	93	81.925	
106	97	97	80.625	
107	108	108	81.025	
108	95	95	79.075	
109	97	97	78.325	
110	99	99	80.325	
111	90	90	77.2	
112	100	100	81.075	
113	90	90	79.3	
114	92	92	78.5	
115	103	103	81.65	
116	102	102	82.675	
117	94	94	80.525	
118	96	96	80.35	
119	98	98	80.025	
120	100	100	80.4	
121	93	93	80.8	
122	96	96	80.375	
123	98	98	81.45	
124	102	102	81.95	
125	99	99	80.95	
126	92	92	80.55	
127	97	97	82.425	
128	99	99	81.225	
129	94	94	78.625	
130	98	98	81.075	
131	96	96	79.925	
132	93	93	78.4	
133	102	102	81.475	
134	92	92	80.35	
135	93	93	79.65	
136	92	92	79.775	
137	103	103	81.55	
138	95	95	80.925	
139	95	95	79.625	
140	92	92	80.025	
141	103	103	79.7	
142	98	98	81.45	
143	95	95	82.85	
144	103	103	80.8	
145	98	98	81	
146	106	106	83.4	
147	103	103	81.875	
148	99	99	81.125	
149	103	103	81.85	
150	98	98	81.65	
151	95	95	79.575	
152	98	98	79.875	
153	91	91	80.75	
154	93	93	80.275	
155	104	104	82.125	
156	92	92	80.85	
157	97	97	82	
158	105	105	83.225	
159	94	94	80.95	
160	102	102	83.2	
161	91	91	79.85	
162	97	97	80.875	
163	96	96	81.275	
164	101	101	80.625	
165	96	96	80.625	
166	91	91	80.425	
167	99	99	82.9	
168	95	95	81.925	
169	100	100	82.875	
170	102	102	83.125	
171	104	104	83.325	
172	99	99	83.425	
173	94	94	80.775	
174	99	99	83.95	
175	100	100	85	
176	95	95	83.25	
177	101	101	83.95	
178	103	103	83.4	
179	102	102	83.3	
180	95	95	83.3	
181	95	95	80.575	
182	99	99	82.65	
183	102	102	83.5	
184	96	96	81.525	
185	101	101	80.775	
186	101	101	83.375	
187	99	99	82.525	
188	99	99	81.75	
189	105	105	82.2	
190	96	96	81.45	
191	97	97	82.35	
192	97	97	81.525	
193	105	105	83.825	
194	103	103	83.8	
195	99	99	82.5	
196	95	95	81.95	
197	101	101	83.95	
198	107	107	83.75	
199	100	100	83.275	
200	97	97	82.5	
201	95	95	80.525	
202	95	95	82.375	
203	97	97	82.225	
204	97	97	84.5	
205	100	100	83.15	
206	93	93	82.225	
207	102	102	82.425	
208	98	98	81.7	
209	102	102	83.875	
210	97	97	82.15	
211	95	95	82.675	
212	95	95	82.075	
213	98	98	83.175	
214	95	95	84.15	
215	96	96	81.15	
216	103	103	82.375	
217	98	98	82.6	
218	98	98	80.925	
219	96	96	82.175	
220	91	91	80.675	
221	95	95	79.95	
222	95	95	80.075	
223	99	99	82.025	
224	96	96	80.575	
225	98	98	80.6	
226	93	93	78.825	
227	98	98	83.1	
228	95	95	81.65	
229	95	95	80.175	
230	99	99	82.475	
231	94	94	81.425	
232	96	96	82.125	
233	95	95	81.825	
234	98	98	82.2	
235	96	96	82.275	
236	97	97	81.5	
237	92	92	83.125	
238	96	96	82.8	
239	99	99	83.45	
240	97	97	83.375	
241	94	94	83.9	
242	101	101	83.225	
243	95	95	81.275	
244	102	102	81.625	
245	98	98	83.875	
246	99	99	82.75	
247	100	100	84.825	
248	93	93	81.675	
249	99	99	85.225	
250	102	102	83.425	
251	100	100	83.225	
252	96	96	82.75	
253	99	99	82.3	
254	104	104	82.65	
255	103	103	84.55	
256	97	97	82.775	
257	101	101	83.15	
258	96	96	82.775	
259	96	96	81.9	
260	97	97	83.475	
261	99	99	84.975	
262	105	105	85.075	
263	100	100	84.6	
264	100	100	83.825	
265	99	99	82.25	
266	95	95	82.075	
267	100	100	82.575	
268	100	100	83.675	
269	92	92	82.95	
270	96	96	83.2	
271	100	100	83.725	
272	99	99	83.75	
273	101	101	83.5	
274	97	97	81.4	
275	94	94	80.75	
276	94	94	81.225	
277	100	100	83.45	
278	99	99	81.775	
279	96	96	82.875	
280	98	98	83.525	
281	98	98	83.6	
282	97	97	84.125	
283	105	105	83.8	
284	102	102	82.9	
285	99	99	82.4	
286	95	95	84.25	
287	97	97	81.35	
288	97	97	82.45	
289	104	104	82.175	
290	98	98	84.9	
291	93	93	82.075	
292	101	101	84.125	
293	95	95	82.05	
294	96	96	81.625	
295	91	91	82.725	
296	98	98	81.3	
297	99	99	83.375	
298	102	102	82.875	
299	94	94	81.175	
300	93	93	81.5	
301	107	107	85.15	
302	97	97	83.775	
303	106	106	82.8	
