1	26	26	2.15	
2	36	36	5.125	
3	41	41	9.5	
4	42	42	16.55	
5	37	37	18.625	
6	48	48	22.475	
7	57	57	26.65	
8	52	52	28.85	
9	56	56	30.35	
10	56	56	35.475	
11	62	62	36.8	
12	62	62	39.225	
13	58	58	42.5	
14	64	64	44.775	
15	60	60	47.075	
16	66	66	47.75	
17	65	65	49.9	
18	64	64	52.525	
19	65	65	50.75	
20	63	63	50.6	
21	69	69	53.775	
22	67	67	52.725	
23	72	72	53.175	
24	74	74	55.8	
25	72	72	53.15	
26	74	74	53.9	
27	74	74	54.8	
28	68	68	55.025	
29	69	69	57.25	
30	79	79	55.775	
31	73	73	56.7	
32	69	69	55.35	
33	71	71	56.975	
34	66	66	56.25	
35	67	67	57.05	
36	77	77	59.075	
37	74	74	59.275	
38	78	78	57.65	
39	73	73	57.3	
40	69	69	57.5	
41	72	72	58.975	
42	75	75	58.4	
43	73	73	58.975	
44	75	75	60.45	
45	76	76	61.05	
46	78	78	59.825	
47	76	76	63.025	
48	76	76	63.65	
49	74	74	61.425	
50	75	75	62.475	
51	81	81	63.15	
52	78	78	62.275	
53	75	75	62.05	
54	81	81	63.175	
55	77	77	63.675	
56	84	84	62.275	
57	85	85	64.025	
58	74	74	61	
59	79	79	64.275	
60	75	75	63.925	
61	85	85	63.3	
62	87	87	64.6	
63	84	84	63.95	
64	76	76	64.575	
65	75	75	65.775	
66	75	75	63.65	
67	79	79	64.725	
68	79	79	66.125	
69	77	77	64.625	
70	78	78	65.75	
71	83	83	64.825	
72	80	80	66.4	
73	81	81	65.575	
74	77	77	65.8	
75	77	77	64.775	
76	80	80	63.825	
77	78	78	66.75	
78	86	86	67.75	
79	82	82	66.775	
80	77	77	65.3	
81	83	83	67.475	
82	79	79	66.775	
83	85	85	66.875	
84	78	78	66.575	
85	89	89	66.5	
86	89	89	66.45	
87	79	79	65.15	
88	81	81	67.05	
89	82	82	68.125	
90	80	80	65.725	
91	82	82	67.25	
92	81	81	67.175	
93	81	81	68.575	
94	84	84	67.225	
95	81	81	67.975	
96	85	85	67.875	
97	79	79	67.925	
98	83	83	68.6	
99	91	91	70.7	
100	88	88	67.55	
101	84	84	67.2	
102	81	81	67.825	
103	82	82	68.5	
104	83	83	68.75	
105	81	81	68.425	
106	80	80	65.525	
107	81	81	68.375	
108	80	80	67.6	
109	76	76	65.325	
110	85	85	67.625	
111	85	85	69.55	
112	81	81	68.725	
113	79	79	63.7	
114	80	80	66.45	
115	80	80	66.2	
116	83	83	67.975	
117	80	80	67.575	
118	94	94	68.4	
119	83	83	66.475	
120	79	79	66.15	
121	87	87	68.1	
122	86	86	68.85	
123	81	81	66.725	
124	85	85	67.575	
125	81	81	65.35	
126	83	83	65.85	
127	80	80	65.275	
128	84	84	69.525	
129	81	81	68.6	
130	82	82	68.75	
131	81	81	67.425	
132	79	79	67.55	
133	81	81	68.825	
134	80	80	66.975	
135	79	79	66.55	
136	80	80	66.125	
137	87	87	68.625	
138	81	81	67.425	
139	79	79	66.1	
140	78	78	65.025	
141	80	80	67.95	
142	85	85	67.925	
143	84	84	67.3	
144	86	86	67.25	
145	80	80	65.55	
146	79	79	66.475	
147	79	79	65.65	
148	80	80	65.525	
149	80	80	67.975	
150	89	89	67.4	
151	90	90	66.55	
152	81	81	67.15	
153	83	83	68.05	
154	79	79	65.9	
155	80	80	66.8	
